time,quarter,team,player,play,distance,result,assist,points,rebounds,assists,steals,blocks,turnovers,fouls
11:36,2,SPURS,Wembanyama,MISS Wembanyama 30' 3PT Jump Bank Shot,30,3PT Jump Bank Shot,NA,0,0,0,0,0,0,0
11:34,2,KNICKS,Alvarado,Alvarado REBOUND (Off:0 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
11:31,2,KNICKS,Alvarado Out,Alvarado Out of Bounds - Bad Pass Turnover Turnover (P1.T5),NA,TURNOVER,NA,0,0,0,0,0,1,0
11:25,2,KNICKS,Alvarado,Alvarado P.FOUL (P1.T1) (J.Capers),NA,FOUL,NA,0,0,0,0,0,0,1
11:17,2,SPURS,Barnes,MISS Barnes 25' 3PT Jump Shot,25,3PT Jump Shot,NA,0,0,0,0,0,0,0
11:14,2,KNICKS,Towns,Towns REBOUND (Off:1 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
11:05,2,SPURS,Fox,Fox P.FOUL (P1.T1) (J.Capers),NA,FOUL,NA,0,0,0,0,0,0,1
10:54,2,KNICKS,McBride,McBride 26' 3PT Jump Shot (3 PTS) (Alvarado 1 AST),26,3PT Jump Shot,Alvarado,3,0,1,0,0,0,0
10:46,2,SPURS,Wembanyama Lost Ball Turnover,Wembanyama Lost Ball Turnover (P2.T3),NA,TURNOVER,NA,0,0,0,0,0,1,0
10:46,2,KNICKS,Alvarado,Alvarado STEAL (1 STL),NA,STEAL,NA,0,0,0,1,0,0,0
10:41,2,KNICKS,Towns,MISS Towns 3' Driving Dunk,3,Driving Dunk,NA,0,0,0,0,0,0,0
10:41,2,SPURS,Wembanyama,Wembanyama BLOCK (2 BLK),NA,BLOCK,NA,0,0,0,0,1,0,0
10:40,2,KNICKS,Knicks,Knicks Rebound,NA,REBOUND,NA,0,1,0,0,0,0,0
10:32,2,KNICKS,Alvarado,Alvarado 4' Driving Reverse Layup (2 PTS),4,Driving Reverse Layup,NA,2,0,0,0,0,0,0
10:32,2,SPURS,Wembanyama Violation,Wembanyama Violation:Defensive Goaltending (J.Capers),NA,Wembanyama Violation:Defensive Goaltending (J.Capers),NA,0,0,0,0,0,0,0
10:24,2,KNICKS,McBride,McBride P.FOUL (P1.T2) (S.Foster),NA,FOUL,NA,0,0,0,0,0,0,1
10:15,2,SPURS,Castle,Castle 2' Driving Floating Bank Jump Shot (6 PTS),2,Driving Floating Bank Jump Shot,NA,2,0,0,0,0,0,0
10:03,2,KNICKS,Towns,Towns 2' Driving Layup (6 PTS),2,Driving Layup,NA,2,0,0,0,0,0,0
09:58,2,KNICKS,Alvarado,Alvarado S.FOUL (P2.T3) (J.Capers),NA,FOUL,NA,0,0,0,0,0,0,1
09:58,2,SPURS,Wembanyama Free Throw,Wembanyama Free Throw 1 of 2 (6 PTS),NA,Free Throw 1 of 2,NA,1,0,0,0,0,0,0
09:58,2,SPURS,Harper,SUB: Harper FOR Fox,NA,SUB,NA,0,0,0,0,0,0,0
09:58,2,SPURS,Vassell,SUB: Vassell FOR Champagnie,NA,SUB,NA,0,0,0,0,0,0,0
09:58,2,SPURS,Wembanyama Free Throw,Wembanyama Free Throw 2 of 2 (7 PTS),NA,Free Throw 2 of 2,NA,1,0,0,0,0,0,0
