time,quarter,team,player,play,distance,result,assist,points,rebounds,assists,steals,blocks,turnovers,fouls
12:00,1,HAWKS,Okongwu,Jump Ball Okongwu vs. Towns: Tip to Hart,NA,Jump Ball Okongwu vs. Towns: Tip to Hart,NA,0,0,0,0,0,0,0
11:35,1,KNICKS,Brunson,Brunson 14' Fadeaway Jumper (2 PTS),14,Fadeaway Jumper,NA,2,0,0,0,0,0,0
11:18,1,HAWKS,Okongwu,MISS Okongwu 25' 3PT Jump Shot,25,3PT Jump Shot,NA,0,0,0,0,0,0,0
11:16,1,HAWKS,HAWKS,HAWKS Rebound,NA,REBOUND,NA,0,1,0,0,0,0,0
11:09,1,HAWKS,Johnson,Johnson 6' Driving Floating Bank Jump Shot (2 PTS) (Daniels 1 AST),6,Driving Floating Bank Jump Shot,Daniels,2,0,1,0,0,0,0
10:54,1,KNICKS,Brunson,MISS Brunson 6' Driving Floating Jump Shot,6,Driving Floating Jump Shot,NA,0,0,0,0,0,0,0
10:51,1,KNICKS,Towns,Towns REBOUND (Off:1 Def:0),NA,REBOUND,NA,0,1,0,0,0,0,0
10:50,1,KNICKS,Towns,Towns 2' Putback Layup (2 PTS),2,Putback Layup,NA,2,0,0,0,0,0,0
10:41,1,HAWKS,McCollum,MISS McCollum 25' 3PT Jump Shot,25,3PT Jump Shot,NA,0,0,0,0,0,0,0
10:39,1,KNICKS,Hart,Hart REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
10:25,1,KNICKS,Towns,Towns 1' Driving Dunk (4 PTS) (Hart 1 AST),1,Driving Dunk,Hart,2,0,1,0,0,0,0
10:14,1,KNICKS,Hart,Hart S.FOUL (P1.T1) (G.Petraitis),NA,FOUL,NA,0,0,0,0,0,0,1
10:14,1,HAWKS,Johnson Free Throw,Johnson Free Throw 1 of 2 (3 PTS),NA,Free Throw 1 of 2,NA,1,0,0,0,0,0,0
10:14,1,HAWKS,Johnson Free Throw,Johnson Free Throw 2 of 2 (4 PTS),NA,Free Throw 2 of 2,NA,1,0,0,0,0,0,0
10:00,1,KNICKS,Brunson Bad Pass Turnover,Brunson Bad Pass Turnover (P1.T1),NA,TURNOVER,NA,0,0,0,0,0,1,0
10:00,1,HAWKS,Okongwu,Okongwu STEAL (1 STL),NA,STEAL,NA,0,0,0,1,0,0,0
09:54,1,HAWKS,Alexander-Walker,Alexander-Walker 3PT Jump Shot (3 PTS) (Daniels 2 AST),NA,3PT Jump Shot,Daniels,3,0,1,0,0,0,0
09:33,1,KNICKS,Brunson,Brunson 3PT Jump Shot (5 PTS) (Towns 1 AST),NA,3PT Jump Shot,Towns,3,0,1,0,0,0,0
09:08,1,HAWKS,Alexander-Walker,MISS Alexander-Walker 3PT Pullup Jump Shot,NA,3PT Pullup Jump Shot,NA,0,0,0,0,0,0,0
09:05,1,KNICKS,Bridges,Bridges REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
08:54,1,KNICKS,Hart,MISS Hart 8' Pullup Jump Shot,8,Pullup Jump Shot,NA,0,0,0,0,0,0,0
08:50,1,HAWKS,Johnson,Johnson REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
08:37,1,HAWKS,McCollum,McCollum 8' Driving Floating Bank Jump Shot (2 PTS),8,Driving Floating Bank Jump Shot,NA,2,0,0,0,0,0,0
08:22,1,KNICKS,Bridges,Bridges 1' Driving Finger Roll Layup (2 PTS),1,Driving Finger Roll Layup,NA,2,0,0,0,0,0,0
08:13,1,HAWKS,Daniels,Daniels 2' Driving Finger Roll Layup (2 PTS),2,Driving Finger Roll Layup,NA,2,0,0,0,0,0,0
07:51,1,KNICKS,Anunoby,Anunoby 1' Driving Dunk (2 PTS) (Towns 2 AST),1,Driving Dunk,Towns,2,0,1,0,0,0,0
07:39,1,HAWKS,Alexander-Walker,Alexander-Walker 25' 3PT Jump Shot (6 PTS) (Johnson 1 AST),25,3PT Jump Shot,Johnson,3,0,1,0,0,0,0
07:27,1,KNICKS,Brunson Lost Ball Turnover,Brunson Lost Ball Turnover (P2.T2),NA,TURNOVER,NA,0,0,0,0,0,1,0
07:27,1,HAWKS,Daniels,Daniels STEAL (1 STL),NA,STEAL,NA,0,0,0,1,0,0,0
07:25,1,HAWKS,Alexander-Walker,MISS Alexander-Walker 26' 3PT Jump Shot,26,3PT Jump Shot,NA,0,0,0,0,0,0,0
07:21,1,KNICKS,Hart,Hart REBOUND (Off:0 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
07:09,1,HAWKS,Okongwu,Okongwu P.FOUL (P1.T1) (S.Foster),NA,FOUL,NA,0,0,0,0,0,0,1
07:01,1,KNICKS,Brunson,MISS Brunson 11' Pullup Jump Shot,11,Pullup Jump Shot,NA,0,0,0,0,0,0,0
06:59,1,HAWKS,Daniels,Daniels REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
06:56,1,HAWKS,Alexander-Walker OFF,Alexander-Walker OFF.Foul (P1) (G.Petraitis),NA,FOUL,NA,0,0,0,0,0,0,1
06:56,1,HAWKS,Alexander-Walker Offensive Foul Turnover,Alexander-Walker Offensive Foul Turnover (P1.T1),NA,TURNOVER,NA,0,0,0,0,0,1,1
06:56,1,HAWKS,HAWKS Timeout,HAWKS Timeout: Regular (Full 1 Short 0),NA,TIMEOUT,NA,0,0,0,0,0,0,0
06:56,1,HAWKS,Vincent,SUB: Vincent FOR McCollum,NA,SUB,NA,0,0,0,0,0,0,0
06:40,1,KNICKS,Anunoby Cutting Dunk Shot,Anunoby Cutting Dunk Shot (4 PTS) (Towns 3 AST),NA,Cutting Dunk Shot,Towns,2,0,1,0,0,0,0
06:13,1,HAWKS,HAWKS,HAWKS Turnover: Shot Clock (T#2),NA,TURNOVER,NA,0,0,0,0,0,1,0
05:48,1,KNICKS,Brunson,MISS Brunson 13' Turnaround Fadeaway Shot,13,Turnaround Fadeaway Shot,NA,0,0,0,0,0,0,0
05:46,1,HAWKS,Okongwu,Okongwu REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
05:41,1,HAWKS,Daniels,MISS Daniels 2' Running Layup,2,Running Layup,NA,0,0,0,0,0,0,0
05:41,1,KNICKS,Anunoby,Anunoby REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
05:28,1,KNICKS,Anunoby,MISS Anunoby 1' Driving Layup,1,Driving Layup,NA,0,0,0,0,0,0,0
05:26,1,HAWKS,Johnson,Johnson REBOUND (Off:0 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
05:14,1,HAWKS,Daniels,MISS Daniels 25' 3PT Jump Shot,25,3PT Jump Shot,NA,0,0,0,0,0,0,0
