time,quarter,team,player,play,distance,result,assist,points,rebounds,assists,steals,blocks,turnovers,fouls
12:00,1,SPURS,Wembanyama,Jump Ball Wembanyama vs. Towns: Tip to Anunoby,NA,Jump Ball Wembanyama vs. Towns: Tip to Anunoby,NA,0,0,0,0,0,0,0
11:35,1,KNICKS,Brunson,MISS Brunson 8' Driving Floating Jump Shot,8,Driving Floating Jump Shot,NA,0,0,0,0,0,0,0
11:32,1,SPURS,Champagnie,Champagnie REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
11:12,1,SPURS,Castle,MISS Castle 26' 3PT Jump Shot,26,3PT Jump Shot,NA,0,0,0,0,0,0,0
11:08,1,KNICKS,Anunoby,Anunoby REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
10:45,1,KNICKS,Hart,MISS Hart 19' Turnaround Bank Shot,19,Turnaround Bank Shot,NA,0,0,0,0,0,0,0
10:43,1,SPURS,Wembanyama,Wembanyama REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
10:26,1,SPURS,Castle Lost Ball Turnover,Castle Lost Ball Turnover (P1.T1),NA,TURNOVER,NA,0,0,0,0,0,1,0
10:26,1,KNICKS,Towns,Towns STEAL (1 STL),NA,STEAL,NA,0,0,0,1,0,0,0
10:16,1,KNICKS,Bridges,MISS Bridges 14' Pullup Jump Shot,14,Pullup Jump Shot,NA,0,0,0,0,0,0,0
10:16,1,KNICKS,Knicks,Knicks Rebound,NA,REBOUND,NA,0,1,0,0,0,0,0
10:16,1,SPURS,Castle,Castle L.B.FOUL (P1.T1) (J.Capers),NA,FOUL,NA,0,0,0,0,0,0,1
10:06,1,KNICKS,Hart,MISS Hart 2' Driving Finger Roll Layup,2,Driving Finger Roll Layup,NA,0,0,0,0,0,0,0
10:06,1,KNICKS,Knicks,Knicks Rebound,NA,REBOUND,NA,0,1,0,0,0,0,0
10:06,1,SPURS,Wembanyama,Wembanyama L.B.FOUL (P1.T2) (T.Ford),NA,FOUL,NA,0,0,0,0,0,0,1
09:57,1,KNICKS,Towns,MISS Towns 5' Driving Layup,5,Driving Layup,NA,0,0,0,0,0,0,0
09:57,1,SPURS,Wembanyama,Wembanyama BLOCK (1 BLK),NA,BLOCK,NA,0,0,0,0,1,0,0
09:55,1,KNICKS,Towns,Towns REBOUND (Off:1 Def:0),NA,REBOUND,NA,0,1,0,0,0,0,0
09:55,1,KNICKS,Towns Bad Pass Turnover,Towns Bad Pass Turnover (P1.T1),NA,TURNOVER,NA,0,0,0,0,0,1,0
