time,quarter,team,player,play,distance,result,assist,points,rebounds,assists,steals,blocks,turnovers,fouls
12:00,1,KNICKS,Towns,Jump Ball Towns vs. Wembanyama: Tip to Fox,NA,Jump Ball Towns vs. Wembanyama: Tip to Fox,NA,0,0,0,0,0,0,0
11:38,1,SPURS,Fox,MISS Fox 3PT Jump Shot,NA,3PT Jump Shot,NA,0,0,0,0,0,0,0
11:36,1,KNICKS,Hart,Hart REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
11:30,1,KNICKS,Brunson,MISS Brunson 8' Pullup Jump Shot,8,Pullup Jump Shot,NA,0,0,0,0,0,0,0
11:27,1,SPURS,Wembanyama,Wembanyama REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
11:07,1,SPURS,Fox,MISS Fox 7' Turnaround Fadeaway Shot,7,Turnaround Fadeaway Shot,NA,0,0,0,0,0,0,0
11:06,1,KNICKS,Towns,Towns REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
10:54,1,KNICKS,Bridges Out,Bridges Out of Bounds - Bad Pass Turnover Turnover (P1.T1),NA,TURNOVER,NA,0,0,0,0,0,1,0
10:42,1,SPURS,Wembanyama,Wembanyama 1' Alley Oop Dunk (2 PTS) (Fox 1 AST),1,Alley Oop Dunk,Fox,2,0,1,0,0,0,0
10:27,1,KNICKS,Hart Out,Hart Out of Bounds - Bad Pass Turnover Turnover (P1.T2),NA,TURNOVER,NA,0,0,0,0,0,1,0
10:14,1,SPURS,Wembanyama,Wembanyama 1' Dunk (4 PTS) (Castle 1 AST),1,Dunk,Castle,2,0,1,0,0,0,0
10:01,1,KNICKS,Bridges,MISS Bridges 3PT Step Back Jump Shot,NA,3PT Step Back Jump Shot,NA,0,0,0,0,0,0,0
10:01,1,SPURS,Wembanyama,Wembanyama BLOCK (1 BLK),NA,BLOCK,NA,0,0,0,0,1,0,0
10:00,1,SPURS,Castle,Castle REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
09:48,1,SPURS,Vassell,Vassell 3PT Jump Shot (3 PTS) (Fox 2 AST),NA,3PT Jump Shot,Fox,3,0,1,0,0,0,0
09:32,1,KNICKS,Hart,Hart 26' 3PT Jump Shot (3 PTS) (Towns 1 AST),26,3PT Jump Shot,Towns,3,0,1,0,0,0,0
09:14,1,SPURS,Castle,Castle 2' Driving Layup (2 PTS),2,Driving Layup,NA,2,0,0,0,0,0,0
09:14,1,KNICKS,Bridges,Bridges S.FOUL (P1.T1) (J.Goble),NA,FOUL,NA,0,0,0,0,0,0,1
09:14,1,SPURS,Castle Free Throw,MISS Castle Free Throw 1 of 1,NA,Free Throw 1 of 1,NA,0,0,0,0,0,0,0
09:12,1,KNICKS,Towns,Towns REBOUND (Off:0 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
09:00,1,KNICKS,Brunson,Brunson 7' Turnaround Fadeaway Bank Jump Shot (2 PTS),7,Turnaround Fadeaway Bank Jump Shot,NA,2,0,0,0,0,0,0
08:52,1,KNICKS,Bridges,Bridges P.FOUL (P2.T2) (M.Davis),NA,FOUL,NA,0,0,0,0,0,0,1
