time,quarter,team,player,play,distance,result,assist,points,rebounds,assists,steals,blocks,turnovers,fouls
12:00,1,KNICKS,Towns,Jump Ball Towns vs. Okongwu: Tip to Alexander-Walker,NA,Jump Ball Towns vs. Okongwu: Tip to Alexander-Walker,NA,0,0,0,0,0,0,0
11:40,1,HAWKS,Johnson Out,Johnson Out of Bounds Lost Ball Turnover (P1.T1),NA,TURNOVER,NA,0,0,0,0,0,1,0
11:25,1,KNICKS,Brunson,MISS Brunson 9' Turnaround Fadeaway Shot,9,Turnaround Fadeaway Shot,NA,0,0,0,0,0,0,0
11:24,1,KNICKS,KNICKS,KNICKS Rebound,NA,REBOUND,NA,0,1,0,0,0,0,0
11:22,1,KNICKS,Anunoby,MISS Anunoby 24' 3PT Jump Shot,24,3PT Jump Shot,NA,0,0,0,0,0,0,0
11:19,1,HAWKS,Okongwu,Okongwu REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
11:04,1,HAWKS,Alexander-Walker,MISS Alexander-Walker 18' Pullup Jump Shot,18,Pullup Jump Shot,NA,0,0,0,0,0,0,0
11:04,1,KNICKS,Towns,Towns BLOCK (1 BLK),NA,BLOCK,NA,0,0,0,0,1,0,0
11:01,1,KNICKS,Anunoby,Anunoby REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
10:57,1,KNICKS,Anunoby,MISS Anunoby 5' Driving Layup,5,Driving Layup,NA,0,0,0,0,0,0,0
10:57,1,HAWKS,Daniels,Daniels BLOCK (1 BLK),NA,BLOCK,NA,0,0,0,0,1,0,0
10:56,1,KNICKS,KNICKS,KNICKS Rebound,NA,REBOUND,NA,0,1,0,0,0,0,0
10:51,1,KNICKS,Towns Driving Layup,Towns Driving Layup (2 PTS) (Brunson 1 AST),NA,Driving Layup,Brunson,2,0,1,0,0,0,0
10:44,1,HAWKS,Johnson,MISS Johnson 26' 3PT Jump Shot,26,3PT Jump Shot,NA,0,0,0,0,0,0,0
10:41,1,KNICKS,Hart,Hart REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
10:36,1,HAWKS,Alexander-Walker,Alexander-Walker S.FOUL (P1.T1) (J.Butler),NA,FOUL,NA,0,0,0,0,0,0,1
10:36,1,KNICKS,Anunoby Free Throw,MISS Anunoby Free Throw 1 of 2,NA,Free Throw 1 of 2,NA,0,0,0,0,0,0,0
10:36,1,KNICKS,KNICKS,KNICKS Rebound,NA,REBOUND,NA,0,1,0,0,0,0,0
10:36,1,KNICKS,Anunoby Free Throw,Anunoby Free Throw 2 of 2 (1 PTS),NA,Free Throw 2 of 2,NA,1,0,0,0,0,0,0
10:23,1,HAWKS,McCollum,McCollum 12' Fadeaway Jumper (2 PTS),12,Fadeaway Jumper,NA,2,0,0,0,0,0,0
09:57,1,KNICKS,Hart Driving Dunk,Hart Driving Dunk (2 PTS) (Towns 1 AST),NA,Driving Dunk,Towns,2,0,1,0,0,0,0
09:42,1,HAWKS,Daniels,Daniels 2' Cutting Layup Shot (2 PTS) (McCollum 1 AST),2,Cutting Layup Shot,McCollum,2,0,1,0,0,0,0
09:21,1,KNICKS,Hart,Hart 7' Driving Floating Jump Shot (4 PTS) (Towns 2 AST),7,Driving Floating Jump Shot,Towns,2,0,1,0,0,0,0
08:59,1,HAWKS,Johnson,MISS Johnson 8' Driving Floating Jump Shot,8,Driving Floating Jump Shot,NA,0,0,0,0,0,0,0
08:57,1,KNICKS,Towns,Towns REBOUND (Off:0 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
08:46,1,KNICKS,Brunson,MISS Brunson 24' 3PT Step Back Jump Shot,24,3PT Step Back Jump Shot,NA,0,0,0,0,0,0,0
08:44,1,KNICKS,Hart,Hart REBOUND (Off:1 Def:1),NA,REBOUND,NA,0,1,0,0,0,0,0
08:38,1,KNICKS,Bridges,Bridges 27' 3PT Jump Shot (3 PTS) (Hart 1 AST),27,3PT Jump Shot,Hart,3,0,1,0,0,0,0
08:26,1,KNICKS,Towns,Towns S.FOUL (P1.T1) (Z.Zarba),NA,FOUL,NA,0,0,0,0,0,0,1
08:26,1,HAWKS,Daniels Free Throw,Daniels Free Throw 1 of 2 (3 PTS),NA,Free Throw 1 of 2,NA,1,0,0,0,0,0,0
08:26,1,HAWKS,Daniels Free Throw,Daniels Free Throw 2 of 2 (4 PTS),NA,Free Throw 2 of 2,NA,1,0,0,0,0,0,0
08:15,1,KNICKS,Hart,Hart 1' Driving Layup (6 PTS),1,Driving Layup,NA,2,0,0,0,0,0,0
08:06,1,HAWKS,Okongwu,Okongwu 25' 3PT Jump Shot (3 PTS) (Alexander-Walker 1 AST),25,3PT Jump Shot,Alexander-Walker,3,0,1,0,0,0,0
07:41,1,KNICKS,Hart,MISS Hart 26' 3PT Step Back Jump Shot,26,3PT Step Back Jump Shot,NA,0,0,0,0,0,0,0
07:39,1,HAWKS,Okongwu,Okongwu REBOUND (Off:0 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
07:28,1,HAWKS,Okongwu,MISS Okongwu 16' Driving Floating Jump Shot,16,Driving Floating Jump Shot,NA,0,0,0,0,0,0,0
07:25,1,KNICKS,Hart,Hart REBOUND (Off:1 Def:2),NA,REBOUND,NA,0,1,0,0,0,0,0
